"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "protein" "chr"
"evgLocus_748155" 45.1574579582339 2.30977336129526 0.855050248787146 2.70133055287871 0.00690626615709824 0.0244884499530812 "RM19_DROME" "chr_09"
"evgLocus_124795" 54.9487568892569 2.3704443268584 0.877718686015543 2.70068800474007 0.00691962161230968 0.0245304652977961 "." "chr_01"
"evgLocus_281637" 126.681046968967 2.67199628301064 0.989428998344756 2.70054373530662 0.00692262346070599 0.0245357661982715 "." "chr_06"
"evgLocus_25383" 63.5242091234307 2.91296337272609 1.07870638876689 2.7004228426384 0.00692513980398179 0.0245393443967901 "PSMD4_BOVIN" "chr_15"
"evgLocus_406696" 47.909495331506 5.03066465661504 1.86363736829143 2.69937958006666 0.00694688915300255 0.024600355891672 "PPAF2_HOLDI" NA
"evgLocus_761715" 10.0918056840614 3.78097972460203 1.40109651654563 2.69858620013127 0.00696347014054177 0.0246537118932311 "." "chr_29"
"evgLocus_280125" 18.6493754088979 3.19066958559564 1.18271517173001 2.69774977260882 0.00698098927115869 0.0247049959300501 "NOP58_HUMAN" "chr_01"
"evgLocus_484074" 19.5575028816063 3.59376171866855 1.33218125356366 2.69765222191428 0.00698303506418323 0.0247052812046514 "ABCB6_XENTR" "chr_12"
"evgLocus_707191" 37.0593325211822 7.16288686656927 2.65615314164542 2.69671456598773 0.00700272667725287 0.0247657777775766 "." NA
"evgLocus_337074" 38.0540422151393 2.66667889365174 0.98895601262248 2.69645854781785 0.00700811194781541 0.024773955622621 "." "chr_16"
"evgLocus_216997" 22.21394798876 5.28428937392652 1.96204858271347 2.69325103388544 0.0070758969931341 0.024955064060498 "." "chr_Z"
"evgLocus_463842" 22.3616332022796 7.78152830216353 2.88960418427325 2.6929391729548 0.00708251891346431 0.0249720508821562 "." "chr_17"
"evgLocus_649353" 9.8586447893561 4.33862041448473 1.61115384150764 2.69286538796621 0.00708408644577625 0.0249721713973836 "." "chr_03"
"evgLocus_123633" 8.71759572820717 4.14000274517748 1.53786145621694 2.69205182849284 0.00710139085215732 0.0250169265451512 "ARL3_TAEGU" "chr_29"
"evgLocus_449704" 108.895033324474 2.62810996533163 0.977377524399648 2.6889404551695 0.00716792038220686 0.0252185680156883 "." "chr_11"
"evgLocus_361839" 1045.15208350241 2.89049720676142 1.07567386701038 2.68715016271148 0.00720645472857937 0.025326785004239 "SKEL2_DROME" "chr_29"
"evgLocus_45214" 20.512807518336 4.26927921918451 1.5887687058476 2.68716220521657 0.0072061949051636 0.025326785004239 "." "chr_01"
"evgLocus_511333" 359.619023711299 2.05031952751537 0.76326695554637 2.68624170431653 0.00722607945715578 0.0253793250030707 "." "chr_01"
"evgLocus_761387" 17.8434192383523 3.94763594568965 1.46981160048255 2.68581085112787 0.0072354036044245 0.025401117288566 "LOLA2_DROME" "chr_07"
"evgLocus_341473" 25.3555157966026 6.33195232003849 2.3590268864678 2.68413741121848 0.00727172122149095 0.0255121180123226 "." "chr_16"
"evgLocus_881877" 481.115284040671 3.5238372838805 1.31290109259901 2.68400818899825 0.0072745324422233 0.0255164840305942 "TTD14_DROME" "chr_20"
"evgLocus_758149" 7.08527883526361 6.12582632798006 2.28315616804671 2.6830518269895 0.00729536836895396 0.0255785509702442 "MRP1_CHICK" "chr_19"
"evgLocus_154829" 157.359220132608 4.58536742905106 1.70967250514241 2.68201507321375 0.00731801623901396 0.0256524348834656 "MGST1_MOUSE" "chr_11"
"evgLocus_296087" 127.080381154213 3.0626058713348 1.14262723416297 2.68031933754695 0.00735519555350676 0.0257716684131693 "." NA
"evgLocus_423722" 258.702499606143 4.41206357470735 1.64717630236581 2.67856183237361 0.00739390791957902 0.0258961686834976 "CUP52_GALME" "chr_24"
"evgLocus_49701" 28.417265623283 2.33504839170886 0.87266261665897 2.67577451713092 0.00745567867620633 0.0260900693856245 "NOM1_DROME" "chr_05"
"evgLocus_119359" 13.7179521496036 4.27380789342583 1.5979414602722 2.67457100255589 0.00748249298724833 0.0261726548089189 "S17A5_HUMAN" "chr_05"
"evgLocus_187224" 78.1519256927831 2.52683621835078 0.945020758584576 2.67384202452377 0.00749877664710623 0.0262148858092723 "RS11_RAT" NA
"evgLocus_274802" 1166.8209412692 2.92391637781129 1.09353754255244 2.67381435390553 0.00749939536936016 0.0262148858092723 "." NA
"evgLocus_758180" 63.4637013162409 2.44545133980446 0.914654687142638 2.67363342054694 0.00750344221499503 0.0262234034148947 "ASCC3_CHICK" "chr_09"
"evgLocus_332162" 21.604148446563 4.34378066266159 1.62525256910004 2.67268038534276 0.0075247906152939 0.02626982635813 "." NA
"evgLocus_689969" 394.975629835277 4.6140529869437 1.72636306688417 2.67270140068009 0.00752431927602912 0.02626982635813 "ABCE1_MOUSE" "chr_09"
"evgLocus_209461" 272.601451460349 4.47439151417157 1.67447346580341 2.67211849309583 0.00753740275030812 0.0263025800710345 "." "chr_17"
"evgLocus_227292" 106.215585964542 2.30992731411379 0.864775447356748 2.67112962234793 0.00755964480779335 0.0263632495374138 "PPIL1_HUMAN" "chr_Z"
"evgLocus_285803" 25.9364236585878 4.31235948833681 1.6149385179519 2.67029329005406 0.00757850182291683 0.0264120438022734 "MGST1_RAT" "chr_11"
"evgLocus_485282" 18.4426196438844 7.50294278670528 2.81020176456519 2.66989469628568 0.00758750385641118 0.0264321043434251 "HBS1L_HUMAN" "chr_11"
"evgLocus_885600" 9.45791158527983 5.14796781545841 1.92966411629076 2.66780512318068 0.00763485281895621 0.0265686352584446 "." "chr_07"
"evgLocus_535834" 64.6300097521501 2.59118806268897 0.971462827908116 2.66730541637776 0.0076462151624398 0.0265911296466997 "STAN_DROME" "chr_13"
"evgLocus_435078" 18.5208183852192 7.50918252843808 2.8160858513928 2.6665318192356 0.0076638351267098 0.0266410285749404 "PPAF2_HOLDI" NA
"evgLocus_343764" 38.0140916406794 2.85920961170408 1.07245248651461 2.66604781811482 0.00767487755787415 0.0266737208509472 "CHCH1_MOUSE" "chr_14"
"evgLocus_761166" 18.5161283949926 4.75107265103199 1.78217738086546 2.6658809061558 0.00767868894099169 0.0266755819310987 "." "chr_15"
"evgLocus_340778" 1943.49550100697 4.36958613205478 1.63964569167455 2.66495752969178 0.00769980462499289 0.0267375305165531 "CD63_RAT" "chr_20"
"evgLocus_168476" 12.888363438661 4.50604804485837 1.69120517693541 2.66440057440201 0.00771256617147184 0.0267704289575001 "CUO6_BLACR" "chr_13"
"evgLocus_344855" 27.6178941891383 3.13844652452106 1.17798651546206 2.6642465625254 0.0077160983977115 0.0267769824217195 "." "chr_07"
"evgLocus_200006" 16.604529348318 7.35349095978322 2.76045151885278 2.66387252576682 0.00772468287952545 0.0267953536477 "LPSBP_PERAM" "chr_16"
"evgLocus_342139" 18.168167674908 7.48133625985624 2.81001507630172 2.66238296119837 0.00775895470636853 0.0268921327705374 "L2CC_DROME" "chr_01"
"evgLocus_558277" 938.552022945696 3.58264814745456 1.34565981045507 2.66237285205314 0.00775918776180495 0.0268921327705374 "CAD89_DROME" "chr_03"
"evgLocus_766955" 15.5667448849343 2.81933150577719 1.05911310473362 2.66197396026583 0.007768388789979 0.0269182935816166 "." "chr_04"
"evgLocus_692715" 15.9301281561169 2.6838294761649 1.00877299721802 2.66048901345133 0.00780272728155276 0.0270085476104927 "MED29_BOMMO" "chr_09"
"evgLocus_827278" 32.3016567984803 3.27030227497018 1.22951448089794 2.65983225555979 0.00781795773440089 0.027055516290364 "MTRR_BOVIN" "chr_18"
"evgLocus_372732" 16.152047582577 7.3141029086747 2.75039016563549 2.65929648820743 0.0078304020932861 0.0270868428868772 "." "chr_Z"
"evgLocus_456814" 67.0665917822537 2.01516967776367 0.757920766416054 2.65881312012695 0.00784164458964151 0.0271086868577588 "ACYP2_MELGA" "chr_18"
"evgLocus_609081" 79.6532789121447 3.19618315634622 1.20227720554903 2.65844111623713 0.00785030674792803 0.0271315703935462 "." "chr_03"
"evgLocus_282795" 27.9138740501874 3.15488276964899 1.18730144079014 2.65718768735716 0.00787955613228814 0.0272148202971614 "RRP7A_MOUSE" "chr_07"
"evgLocus_821580" 310.052125466262 2.12982342974498 0.801514932093488 2.65724735056659 0.00787816165205996 0.0272148202971614 "RBP2_DROME" "chr_11"
"evgLocus_509412" 1221.23693030741 5.96221034019102 2.24400323393597 2.65695265052418 0.00788505168934488 0.0272240728879946 "JV_DROME" "chr_13"
"evgLocus_125721" 12630.2582275353 2.55663821266182 0.962668074887941 2.65578373206095 0.00791243400026837 0.0272958658557227 "RL44_OCHTR" "chr_19"
"evgLocus_403173" 161.802176969342 5.08356438886545 1.91411875742086 2.65582496862169 0.00791146657245302 0.0272958658557227 "." "chr_19"
"evgLocus_448888" 23.380918277345 4.6971008434407 1.77016734643679 2.65347841428416 0.00796668659004597 0.0274535458750505 "APL3_MANSE" "chr_02"
"evgLocus_434195" 20.264402063211 3.99305534838806 1.50503222346791 2.65313611637313 0.00797477045745292 0.027475589521912 "." "chr_09"
"evgLocus_795102" 10.0048654122606 6.61792517857268 2.49574603563491 2.65168213595463 0.00800919026788814 0.0275650195906226 "TRET1_BOMMO" "chr_09"
"evgLocus_464928" 26.0678535890896 3.5340311198825 1.3328615834038 2.65146145997956 0.00801442590013034 0.0275772111154707 "." NA
"evgLocus_825941" 8.17144246783494 6.3366786827895 2.39086433169936 2.65037149903255 0.00804033066701069 0.0276488228975794 "CFAD_DICDI" "chr_20"
"evgLocus_123955" 33.9659622846546 4.86882519333715 1.83710487697361 2.6502706809847 0.00804273056227289 0.0276512370566131 "LPSBP_PERAM" "chr_16"
"evgLocus_771966" 4539.08438972386 2.85607434600204 1.07796138567429 2.64951452246639 0.00806075078162801 0.0277073421759379 "RL10A_SPOFR" NA
"evgLocus_535418" 9.23438794257804 6.5021206315743 2.45605250570126 2.64738665662923 0.00811165467042657 0.0278529217715722 "GUAA_HUMAN" "chr_07"
"evgLocus_794012" 19.178983648122 3.79491996099303 1.43350581652023 2.64730000901218 0.00811373358268273 0.0278541874214947 "." "chr_06"
"evgLocus_44548" 229.238676109694 2.56620833754333 0.969459084344568 2.64705172088649 0.00811969333249114 0.027862900466277 "." "chr_19"
"evgLocus_757495" 54.4821054497599 2.71331754859913 1.02525377440667 2.64648384266555 0.00813333905193662 0.0278979696292839 "LAMA_DROME" "chr_Z"
"evgLocus_722835" 10.7755651083594 5.35614574896549 2.02460655362866 2.64552425722706 0.00815644387803536 0.0279713297531446 "PHLPP_DROME" "chr_01"
"evgLocus_831371" 10.5421255088096 5.1192732515053 1.93576047903925 2.64457989866912 0.00817923940987922 0.0280376958596702 "." NA
"evgLocus_321996" 348.724876465555 2.68743771835785 1.0165285919708 2.64374041181425 0.00819955133540985 0.028092809503619 "." "chr_11"
"evgLocus_823490" 20.1590395874428 3.87461372067728 1.46560177758603 2.6437015701899 0.00820049222523669 0.028092809503619 "." "chr_19"
"evgLocus_645318" 12.1303623753312 3.18749699192386 1.20584050910341 2.64338191316353 0.00820823918773829 0.0280979461855176 "SURF6_DROME" "chr_11"
"evgLocus_511160" 21.3017366117724 3.42172939213809 1.29453788353232 2.6432052979411 0.00821252230721678 0.028104462764306 "." NA
"evgLocus_607559" 16.5405400551986 7.34902608855352 2.78123054205961 2.64236494509056 0.00823292922780822 0.0281624628027903 "ASGL1_DROPS" "chr_15"
"evgLocus_143792" 29881.0411960187 2.7694214915825 1.04850586958427 2.64130280232058 0.00825878695416052 0.0282390519285027 "BBP_PIEBR" "chr_08"
"evgLocus_745981" 21.4028041312498 7.72070082709254 2.9232919793384 2.64109807766787 0.00826377929394458 0.0282501909280398 "CDR2L_HUMAN" "chr_20"
"evgLocus_606301" 25.3342325471311 2.62550024602844 0.994144252120429 2.64096507164676 0.00826702417651376 0.0282553527258559 "NO66_AEDAE" "chr_18"
"evgLocus_707403" 353.784690209667 3.75821812731386 1.42314149950457 2.64079020155213 0.00827129213109252 0.0282640083187102 "." "chr_20"
"evgLocus_3375" 125.245416565156 3.32014463501426 1.25758663045258 2.64009218499677 0.00828834787003199 0.0283163485234615 "." NA
"evgLocus_416210" 5.75989989658245 5.83310762695279 2.20999337221798 2.63942313143619 0.00830472543861411 0.0283604022841831 "." NA
"evgLocus_773157" 8.08598812946204 4.75449123184352 1.8016006890851 2.6390371965599 0.0083141857887635 0.0283867567622227 "." "chr_03"
"evgLocus_3780" 32.6593226878258 4.20950136761381 1.59602580676489 2.6374895379332 0.00835222018632166 0.0284867555925517 "." "chr_15"
"evgLocus_311785" 58.4719987456368 3.54516823367753 1.34432890592304 2.63712862087373 0.00836111223321104 0.0285077778152435 "." "chr_14"
"evgLocus_469871" 64.143867567975 3.77267752060323 1.43065601905494 2.63702628049989 0.00836363517138852 0.0285077778152435 "." "chr_29"
"evgLocus_543455" 161.157516933294 5.7989224785719 2.19919692989867 2.63683638319698 0.00836831840421769 0.0285177722391901 "." "chr_03"
"evgLocus_821" 179.443157809665 4.20720019624971 1.59623255377414 2.63570629874838 0.0083962370092755 0.0285924439499851 "HR3_GALME" "chr_24"
"evgLocus_255846" 148.636442829194 4.02991424076053 1.52976095641069 2.63434245976313 0.0084300414154362 0.0286801032988916 "." "chr_20"
"evgLocus_770551" 15.0581761030516 2.94920775689514 1.1198717034983 2.63352288273942 0.00845041413108861 0.0287357255093639 "GDL_DROME" "chr_13"
"evgLocus_764139" 15.2551602854538 7.23169847211252 2.74698733111038 2.63259258250359 0.00847359250576398 0.028789806705273 "." "chr_20"
"evgLocus_171049" 3973.85496879147 2.61396758424823 0.993164157041393 2.63195924431583 0.00848940459905817 0.02882185601423 "RL12_MOUSE" "chr_14"
"evgLocus_850843" 70.662276657451 3.15177555008645 1.19750088730003 2.63196093089555 0.00848936245643647 0.02882185601423 "TITIN_DROME" "chr_Z"
"evgLocus_790785" 21.3833925612904 7.71628552566897 2.93457918822217 2.62943510150894 0.00855268547799188 0.0290064630767547 "VGFR1_RAT" "chr_17"
"evgLocus_761253" 16.5460276417295 7.34790384561379 2.79572157394131 2.62826739046656 0.00858210269995703 0.0291001716784302 "PLIN4_HUMAN" NA
"evgLocus_825909" 21.872797238028 3.58228702338602 1.36325555507307 2.62774430667478 0.00859530964736079 0.029138886951898 "." "chr_26"
"evgLocus_171215" 56.5670899934538 2.52999528371407 0.963084522939932 2.62697117797196 0.00861486306279812 0.0291808776707009 "GATD1_MOUSE" NA
"evgLocus_131283" 125.753798135223 3.91372776545954 1.49008331652415 2.62651606259771 0.00862639209774552 0.029208694106625 "GLYG_RAT" "chr_10"
"evgLocus_146814" 17.8818328837041 7.46165228201049 2.84093047719206 2.62648183118705 0.00862725980919734 0.029208694106625 "ES16_MANSE" "chr_16"
"evgLocus_169644" 30.9385225732624 2.29643937667173 0.874379727712082 2.62636392849665 0.00863024905078469 0.029208694106625 "KRR1_DROMO" "chr_12"
"evgLocus_55337" 10.5944824862228 3.29405911379781 1.25514967591609 2.62443529804012 0.00867927812227727 0.0293685276333695 "HDHD1_HUMAN" "chr_09"
"evgLocus_324141" 31.5633967465028 2.96680087115354 1.13065334766439 2.62397035951126 0.00869113482879017 0.0294025388079927 "." "chr_26"
"evgLocus_661832" 8.93258523523589 6.46465352407698 2.46442862643394 2.62318553466545 0.00871118201374514 0.0294581209044546 "L2EFL_DROME" "chr_28"
"evgLocus_264298" 47.497096802094 2.94303808035521 1.1221082890123 2.62277545685517 0.00872167327103074 0.029481355519304 "." "chr_07"
"evgLocus_485551" 16.5621006573116 7.35055478721141 2.80540468239452 2.62014062831656 0.00878935136818192 0.0296793233220424 "CU21_LOCMI" "chr_15"
"evgLocus_447958" 32.5257875606575 2.23454398330978 0.852897183020846 2.61994532024989 0.00879438667370478 0.0296901702669892 "RPC7_MOUSE" "chr_07"
"evgLocus_280398" 12925.6717985776 2.74977293751474 1.04959397834733 2.61984442959979 0.0087969887802589 0.0296927998498024 "PGP1_CAEEL" "chr_12"
"evgLocus_760222" 171.381995686445 2.14013264587193 0.816917109878551 2.61976719546258 0.0087989812181347 0.0296933709321471 "." NA
"evgLocus_634509" 4729.36233438978 2.92303508025715 1.11582551758894 2.61961662838937 0.00880286661235194 0.0296941768120886 "RL29_DROME" "chr_15"
"evgLocus_388783" 27.5263758572055 2.28264275754227 0.871636010842605 2.61880272171827 0.00882389608373171 0.0297589504285886 "RM17_HUMAN" "chr_16"
"evgLocus_485771" 59.5673538198834 2.83227094500948 1.08155601740169 2.61870018698955 0.00882654852544798 0.0297617327713138 "SC31A_MOUSE" "chr_15"
"evgLocus_51801" 27.8908308765022 8.09996188221711 3.09383291603013 2.61809932923289 0.00884210626628149 0.029795684389129 "IP3KH_CAEEL" "chr_20"
"evgLocus_758183" 33.6616420725653 3.52040717990939 1.34475639241008 2.61787725998469 0.00884786240314389 0.029808913342491 "." "chr_24"
"evgLocus_583046" 19.9001202429851 2.62116763626144 1.00132542331901 2.61769807818648 0.00885250931758283 0.0298184005679739 "." NA
"evgLocus_56708" 52.1756143673722 2.13512505563438 0.815699395879598 2.61753909150809 0.00885663431560653 0.0298185505694433 "." "chr_Z"
"evgLocus_793757" 24.9011827930537 4.14932817898428 1.58525044588139 2.61745908336728 0.00885871082083524 0.0298185505694433 "." "chr_11"
"evgLocus_372042" 103.08206710169 3.05783792459992 1.16845124805738 2.61700086305164 0.00887061170193264 0.0298485087143957 "ANR27_PONAB" "chr_15"
"evgLocus_462041" 19.4425250655488 4.08752497859206 1.56197506285587 2.61689515780012 0.00887335910130202 0.0298515856896932 "ABCGK_DICDI" "chr_29"
"evgLocus_762657" 66.0962195918326 4.87595515984227 1.8636783909023 2.61630718242195 0.0088886551258783 0.0298968685212833 "ARMT1_DANRE" NA
"evgLocus_581674" 13.6133968626743 3.85658212506592 1.47497668962045 2.61467327057102 0.00893128464974652 0.0300196016122918 "ABCG1_HUMAN" "chr_07"
"evgLocus_760174" 12.3320418739172 3.09406251496764 1.18336710392272 2.61462609929851 0.00893251807768428 0.0300196016122918 "." "chr_17"
"evgLocus_38531" 139.483556998608 2.25993591756816 0.864631905482134 2.61375494385438 0.00895532429567096 0.0300630731288899 "." "chr_Z"
"evgLocus_477726" 22.5244733057176 2.70290174431289 1.03407993990167 2.61382281970377 0.00895354548890842 0.0300630731288899 "." "chr_09"
"evgLocus_350856" 95.1538140104554 2.6622858021314 1.0189451041373 2.61278629370859 0.00898074390029243 0.0301071212762788 "TAF13_PONAB" NA
"evgLocus_343413" 85.457785464348 2.61416181552167 1.00089379953907 2.61182736542632 0.00900597182925081 0.0301730625820158 "." "chr_15"
"evgLocus_762446" 14.2998891626253 3.60082092830404 1.37876107717486 2.61163517589449 0.00901103564637534 0.0301838187035929 "NOX4_HUMAN" "chr_20"
"evgLocus_762718" 56.3247706978472 3.26130173240341 1.24901134711773 2.61110656835049 0.00902497653393021 0.0302242993690289 "." "chr_07"
"evgLocus_16299" 42.2349518323853 2.41365595689689 0.924603062323528 2.61047800429232 0.00904157862253626 0.0302674510681656 "." "chr_10"
"evgLocus_340698" 27.1852269061579 8.06296659699197 3.08954947826087 2.60975480526393 0.00906071401093252 0.0303065903434067 "ALKMO_XENTR" "chr_06"
"evgLocus_396925" 31.1299748412346 4.74390626328157 1.81846162190415 2.60874697939136 0.00908744074851353 0.0303850526139933 "ITIH4_HUMAN" "chr_11"
"evgLocus_343309" 39.2512585598055 2.24587112594194 0.861145606641505 2.60800392944104 0.00910719089277308 0.0304204729390424 "." "chr_03"
"evgLocus_760628" 8.43489396942147 3.87534597643102 1.48595713078682 2.60797966249471 0.00910783654984469 0.0304204729390424 "CD63_BOVIN" "chr_22"
"evgLocus_255630" 483.976169676622 4.9293190902298 1.89020861076504 2.60781749810923 0.0091121522160135 0.0304220210156807 "ENY2_DROVI" "chr_01"
"evgLocus_792689" 7.30788039910686 4.61330324139267 1.76907305001568 2.60775169309813 0.00911390399947845 0.0304220210156807 "." "chr_24"
"evgLocus_26612" 32.3682032455579 2.50868283056427 0.962055774132683 2.60762722704503 0.00911721821020542 0.0304268474941405 "SNP29_MOUSE" "chr_02"
"evgLocus_767612" 13.4462664936921 3.50042735420494 1.34263387352411 2.60713469489423 0.00913034362888601 0.0304581680336005 "." NA
"evgLocus_790598" 15.6614280488231 2.81610280153309 1.0804672528597 2.60637496794063 0.00915062256075822 0.0305195656408987 "SPNE_CULQU" "chr_08"
"evgLocus_688548" 17.5398972577779 4.26011547232977 1.63528812562235 2.60511612943344 0.00918431248647524 0.0306131218081735 "AK2E4_BOMMO" NA
"evgLocus_283941" 17.3228843965623 4.92896045068209 1.89212713237794 2.60498375946209 0.00918786148997716 0.0306186847198216 "." NA
"evgLocus_692113" 124.062585946773 2.68215808345856 1.03013657444193 2.603691733702 0.00922256664108041 0.0307217672973278 "." "chr_11"
"evgLocus_120242" 7.44133842879272 6.19136484133804 2.37817545473051 2.60340961345916 0.00923016022739234 0.030740647723564 "INT14_XENTR" "chr_11"
"evgLocus_241900" 72.7590185699861 2.60568347039284 1.00089981818461 2.60334093687709 0.0092320095797588 0.030740647723564 "." NA
"evgLocus_1658" 1286.56463797276 3.46401236781438 1.33098879237245 2.60258567740445 0.00925236935511508 0.0307832660505422 "RDH13_HUMAN" "chr_11"
"evgLocus_13121" 97209.8941173245 3.45396611554604 1.32865514722993 2.5995956307753 0.00933336689326978 0.0309957612609689 "EF1A_BOMMO" "chr_10"
"evgLocus_297978" 29.7607052357168 2.21012444751422 0.850458725879907 2.59874392520057 0.00935655426831474 0.0310664307469467 "SURF1_RAT" "chr_Z"
"evgLocus_660868" 13.1301149474677 3.79373833000424 1.46016262962524 2.59816150135135 0.00937244012065215 0.03111283322563 "WDR61_XENTR" "chr_04"
"evgLocus_710706" 19346.2914938085 2.39568343446002 0.922185944779618 2.59783121616816 0.00938145947368959 0.0311364273463437 "RS17_SPOFR" "chr_04"
"evgLocus_665822" 227.396763107488 5.40884932262825 2.08221908956557 2.59763698725707 0.00938676704761176 0.0311416910634914 "NDUA1_MOUSE" NA
"evgLocus_512289" 101.988644738013 3.02673685557004 1.16597073109661 2.59589436925517 0.00943450645656878 0.0312806132230617 "PTRO_DROME" "chr_01"
"evgLocus_335422" 42.4684199908712 4.61519469310177 1.7787480089386 2.59463098196563 0.00946925252993534 0.0313830375870018 "." "chr_08"
"evgLocus_263442" 102.736057219949 3.17300473552239 1.22359007631963 2.59319260341364 0.00950895016832961 0.0314854502946284 "." "chr_14"
"evgLocus_66332" 20.2466365895782 7.63739874670615 2.94519281946419 2.59317444217306 0.00950945234561721 0.0314854502946284 "E75_MANSE" "chr_20"
"evgLocus_6860" 21.5561837571919 4.25902292707206 1.64246754233882 2.59306367845014 0.0095125155903673 0.0314879733546183 "." NA
"evgLocus_766825" 16.8091967306154 4.60070596952367 1.77440694645901 2.59281332205377 0.00951944260628824 0.0315044995500935 "OSTA_DROME" "chr_16"
"evgLocus_73784" 14.0176173401109 7.10962477493004 2.74333689721202 2.59159740174652 0.00955314946044557 0.0316032078230381 "." "chr_14"
"evgLocus_198938" 15.9490885082149 3.77466409061356 1.45683132474881 2.59100969788963 0.00956947947604494 0.0316454471036982 "AR6P1_MOUSE" "chr_20"
"evgLocus_661419" 75.0011281572565 6.57246248318932 2.53781121932786 2.58981536259818 0.00960274213837161 0.0317285977816028 "." NA
"evgLocus_120070" 36.7867768762229 2.65343531948937 1.02482536796381 2.58915850684041 0.00962107970734848 0.0317827391711719 "." NA
"evgLocus_162899" 8.51564751924164 4.11457341723607 1.58939624758553 2.58876502539035 0.00963207955141375 0.0317949328052049 "LORF2_HUMAN" "chr_18"
"evgLocus_762962" 10.2483655984142 4.1595247249738 1.60710099067806 2.58821614142546 0.00964744242865639 0.0318375374656734 "." "chr_12"
"evgLocus_364475" 516.366422315778 3.31557075786903 1.28111728461586 2.58803061802668 0.00965264003579645 0.0318482365524678 "LSM5_PONAB" "chr_15"
"evgLocus_767365" 1466.65415648067 2.51312765573717 0.971211087200232 2.5876224940779 0.00966408278725423 0.031879532564963 "GALE_DROME" "chr_14"
"evgLocus_440234" 95.9481549239799 2.60138717107248 1.00538539789382 2.58745270870467 0.00966884669536903 0.0318887884327217 "." "chr_Z"
"evgLocus_761661" 16.2875186569226 2.82264684821446 1.09099208425471 2.58722944827111 0.00967511421500782 0.0319029986040934 "AKR1_SCHPO" "chr_26"
"evgLocus_348704" 11.9214603151884 3.63528844887418 1.40513591001222 2.58714365135154 0.00967752372795579 0.0319044840958478 "DLDH_MANSE" NA
"evgLocus_155776" 21.1984628337822 3.53241547009126 1.36633750697604 2.58531691624945 0.00972895268873601 0.0320221753210903 "." "chr_16"
"evgLocus_6220" 61.62240792982 2.58091842427039 0.998284029344285 2.58535481727144 0.00972788317301063 0.0320221753210903 "TM230_MOUSE" "chr_18"
"evgLocus_214678" 83.5818177873554 4.08931153486952 1.58198226282032 2.58492881429606 0.00973991043514018 0.03205176426484 "BGAL_FELCA" "chr_20"
"evgLocus_120" 831.479557140575 4.33721064046545 1.67807267982743 2.58463813433367 0.00974812475322228 0.0320658371502682 "." "chr_03"
"evgLocus_888299" 7.18109630996217 4.59155429434668 1.77670181595729 2.58431339074911 0.00975730897593234 0.0320895666361135 "METL_DROME" "chr_12"
"evgLocus_134139" 13.7567931628529 7.08264791127162 2.74162771113642 2.58337333055911 0.00978393873907202 0.0321641554914265 "TOB1B_XENLA" "chr_11"
"evgLocus_281261" 74.425792549028 3.78924992880888 1.46723616707095 2.5825766934122 0.00980655633405727 0.0322005702607144 "SPB5_XENTR" "chr_11"
"evgLocus_421829" 47.1878663970065 2.93701485729934 1.13724468757681 2.58257074258786 0.009806725461102 0.0322005702607144 "." "chr_24"
"evgLocus_622838" 33.7675550103512 4.18396537526059 1.61993753155774 2.58279427061441 0.00980037440573362 0.0322005702607144 "IL16_HUMAN" "chr_10"
"evgLocus_765263" 27.5692549312739 3.89433631613158 1.50788644394869 2.58264561748663 0.00980459764777066 0.0322005702607144 "HGD_DROME" "chr_05"
"evgLocus_286441" 10.4516291556614 5.09959437330915 1.9746861721971 2.58248345742715 0.00980920647177337 0.0322017207416451 "." "chr_17"
"evgLocus_826924" 9.99482046114115 5.23369012825251 2.02673119396036 2.58233067308031 0.00981355059068883 0.0322094891011605 "CP4D2_DROME" "chr_17"
"evgLocus_791707" 22.7031795119776 2.90395697164533 1.12466110610244 2.58207290701917 0.00982088354189141 0.0322270621324287 "RHG17_HUMAN" "chr_15"
"evgLocus_823734" 325.656448412161 2.73158683750104 1.0583159140078 2.58106941542306 0.00984947748306832 0.0323078731700404 "FNBP1_HUMAN" "chr_11"
"evgLocus_767392" 24.1531392774468 3.04231461814218 1.1788141452117 2.58082635884541 0.00985641439639054 0.0323241169673009 "GORAB_RAT" "chr_07"
"evgLocus_90741" 41.9707001298898 3.57500058281962 1.38641972099335 2.57858462966626 0.00992059958101048 0.0325149697678279 "." "chr_10"
"evgLocus_168434" 19.0950772808427 3.33370707290552 1.29302577807369 2.57822166381863 0.00993102697135416 0.0325360501419179 "LARP7_DANRE" "chr_19"
"evgLocus_794599" 41.6066455298302 3.82161937225793 1.48302933701465 2.57690072399437 0.00996905779402366 0.0326540778828378 "SDK_DROME" NA
"evgLocus_279617" 15.201835874521 7.22765648499607 2.80609718281188 2.57569713881168 0.0100038227869299 0.0327547764189666 "." "chr_18"
"evgLocus_356597" 71.9135763682243 3.86325915679996 1.50129573128418 2.5732832487943 0.0100738724858747 0.032953645865776 "LRP_CAEEL" "chr_20"
"evgLocus_799413" 22.0565689888786 2.46410347010685 0.957582093573947 2.57325558470938 0.0100746778070551 0.032953645865776 "PIHD1_DANRE" "chr_19"
"evgLocus_344146" 7.81421956131188 6.25957770938628 2.43289564579849 2.57289198580971 0.0100852677594274 0.0329816607891637 "." NA
